ResponseId,variable,rating_nr,vignette_nr,actor,disease,action,response,CQ1,CQ2,CQ3,CQ1_correct,CQ2_correct,CQ3_correct,CQ_correct,Gender,BirthYear,occupation,LocationLatitude,LocationLongitude,IPAddress,accuracy,Actor,Action,Rating,Medical Condition,Stage,Condition
R_vJEnbhD4Q7Kz2H7,A1_1_Rob_Anx_Accept,1,1,Rob,Anx,Accept,-3,Rob,Accept,Anx,True,True,True,True,0,1980,2,29.980392456055004,-94.002700805664,24.242.197.66,1.0,Robot,Accept,-3,Anxiety,Rating 1,Anxiety
R_1DqF9yh7hWcaQbz,A1_1_Rob_Anx_Accept,1,1,Rob,Anx,Accept,0,Rob,Accept,Anx,True,True,True,True,0,1977,2,33.80419921875,-83.889297485352,73.184.225.156,1.0,Robot,Accept,0,Anxiety,Rating 1,Anxiety
R_2t5A0jrUXiG0vbC,A1_1_Rob_Anx_Accept,1,1,Rob,Anx,Accept,3,Rob,Accept,Anx,True,True,True,True,0,1982,2,39.013107299805,-84.204902648926,184.57.243.132,1.0,Robot,Accept,3,Anxiety,Rating 1,Anxiety
R_Cm2CP0MJyU6PnGh,A1_1_Rob_Anx_Accept,1,1,Rob,Anx,Accept,3,Rob,Accept,Anx,True,True,True,True,1,1993,2,29.636993408203,-82.231903076172,70.171.9.199,1.0,Robot,Accept,3,Anxiety,Rating 1,Anxiety
R_vdaIASRMxCPq9qh,A1_1_Rob_Anx_Accept,1,1,Rob,Anx,Accept,3,Rob,Accept,Anx,True,True,True,True,0,1987,2,29.983795166016,-90.168296813965,70.171.84.177,1.0,Robot,Accept,3,Anxiety,Rating 1,Anxiety
R_2wEvJXfzklLmfo7,A1_1_Rob_Anx_Accept,1,1,Rob,Anx,Accept,3,Rob,Accept,Anx,True,True,True,True,0,1993,2,40.335601806641,-79.55069732666,73.214.69.143,1.0,Robot,Accept,3,Anxiety,Rating 1,Anxiety
R_3ilNew4FLvXY5tq,A1_1_Rob_Anx_Accept,1,1,Rob,Anx,Accept,2,Rob,Accept,Anx,True,True,True,True,0,1988,3,40.551605224609,-74.46369934082,173.239.215.28,1.0,Robot,Accept,2,Anxiety,Rating 1,Anxiety
R_1QN2dRyTGZ9gRcf,A1_2_Rob_Sciz_Accept,1,2,Rob,Sciz,Accept,0,Rob,Accept,Sciz,True,True,True,True,0,1972,2,40.308395385742,-76.69539642334,150.231.246.1,1.0,Robot,Accept,0,Schizophrenia,Rating 1,Schizophrenia
R_qEOcdU7mPy9iGSB,A1_2_Rob_Sciz_Accept,1,2,Rob,Sciz,Accept,0,Rob,Accept,Sciz,True,True,True,True,1,1989,2,32.583801269531,-97.414199829102,108.198.89.164,1.0,Robot,Accept,0,Schizophrenia,Rating 1,Schizophrenia
R_08Q0JloACQNLCWB,A1_2_Rob_Sciz_Accept,1,2,Rob,Sciz,Accept,-3,Rob,Accept,Sciz,True,True,True,True,0,1988,2,33.882202148438,-84.378303527832,66.147.105.33,1.0,Robot,Accept,-3,Schizophrenia,Rating 1,Schizophrenia
R_2wACZcKg7jm1daJ,A1_2_Rob_Sciz_Accept,1,2,Rob,Sciz,Accept,-3,Rob,Accept,Sciz,True,True,True,True,0,1991,3,37.027099609375,-93.319297790527,173.218.64.86,1.0,Robot,Accept,-3,Schizophrenia,Rating 1,Schizophrenia
R_3Hn3xgaaC30XVcT,A1_2_Rob_Sciz_Accept,1,2,Rob,Sciz,Accept,3,Rob,Accept,Sciz,True,True,True,True,0,1993,3,40.766998291016,-73.525398254395,98.116.87.67,1.0,Robot,Accept,3,Schizophrenia,Rating 1,Schizophrenia
R_2bZQeJiieKk213W,A1_2_Rob_Sciz_Accept,1,2,Rob,Sciz,Accept,-3,Rob,Accept,Sciz,True,True,True,True,1,1985,2,36.007507324219,-83.989601135254,68.63.164.6,1.0,Robot,Accept,-3,Schizophrenia,Rating 1,Schizophrenia
R_122SreHvAAY19zD,A1_2_Rob_Sciz_Accept,1,2,Rob,Sciz,Accept,0,Rob,Accept,Sciz,True,True,True,True,0,1990,2,30.696594238281,-88.17369842529301,69.85.215.113,1.0,Robot,Accept,0,Schizophrenia,Rating 1,Schizophrenia
R_12EfnFUu3nosbEN,A1_2_Rob_Sciz_Accept,1,2,Rob,Sciz,Accept,3,Rob,Accept,Sciz,True,True,True,True,0,1987,5,37.148895263671996,-93.26139831543001,173.19.196.229,1.0,Robot,Accept,3,Schizophrenia,Rating 1,Schizophrenia
R_2EjdL2FsFOkUjG1,A1_2_Rob_Sciz_Accept,1,2,Rob,Sciz,Accept,0,Rob,Accept,Sciz,True,True,True,True,1,1978,3,41.334594726562,-85.021697998047,173.17.220.94,1.0,Robot,Accept,0,Schizophrenia,Rating 1,Schizophrenia
R_2E0ItLwv1x5eF2M,A1_2_Rob_Sciz_Accept,1,2,Rob,Sciz,Accept,1,Rob,Accept,Sciz,True,True,True,True,1,1979,2,38.874893188477,-77.032501220703,4.15.235.26,1.0,Robot,Accept,1,Schizophrenia,Rating 1,Schizophrenia
R_2QnZljuNdg70lUD,A1_2_Rob_Sciz_Accept,1,2,Rob,Sciz,Accept,1,Rob,Accept,Sciz,True,True,True,True,1,1987,2,41.445693969727,-82.18049621582,107.9.150.178,1.0,Robot,Accept,1,Schizophrenia,Rating 1,Schizophrenia
R_r3CFS8J5ehHHQKR,A1_2_Rob_Sciz_Accept,1,2,Rob,Sciz,Accept,-3,Rob,Accept,Sciz,True,True,True,True,0,1994,3,29.832305908203,-95.376502990723,99.191.155.14,1.0,Robot,Accept,-3,Schizophrenia,Rating 1,Schizophrenia
R_1Eh5RU2bEcjzS15,A1_2_Rob_Sciz_Accept,1,2,Rob,Sciz,Accept,-2,Rob,Accept,Sciz,True,True,True,True,1,1987,2,40.817199707031,-81.438499450684,108.209.122.112,1.0,Robot,Accept,-2,Schizophrenia,Rating 1,Schizophrenia
R_3RvDoCIWrYunmSR,A1_2_Rob_Sciz_Accept,1,2,Rob,Sciz,Accept,-3,Rob,Accept,Sciz,True,True,True,True,0,1987,2,38.60270690918,-121.268699646,99.89.114.48,1.0,Robot,Accept,-3,Schizophrenia,Rating 1,Schizophrenia
R_1GEovFY9j5BWBTc,A1_2_Rob_Sciz_Accept,1,2,Rob,Sciz,Accept,3,Rob,Accept,Sciz,True,True,True,True,0,1988,2,38.134704589844,-97.92600250244101,72.209.183.218,1.0,Robot,Accept,3,Schizophrenia,Rating 1,Schizophrenia
R_1gUv5wH4rTeRBKF,A1_2_Rob_Sciz_Accept,1,2,Rob,Sciz,Accept,1,Rob,Accept,Sciz,True,True,True,True,0,1991,2,38.910507202148,-82.94439697265601,104.240.237.41,1.0,Robot,Accept,1,Schizophrenia,Rating 1,Schizophrenia
R_27wFEqSrGEXDjXB,A1_2_Rob_Sciz_Accept,1,2,Rob,Sciz,Accept,3,Rob,Accept,Sciz,True,True,True,True,0,1987,2,34.054397583008,-118.2440032959,65.216.122.125,1.0,Robot,Accept,3,Schizophrenia,Rating 1,Schizophrenia
R_3iU33ezQYYE8ypL,A1_2_Rob_Sciz_Accept,1,2,Rob,Sciz,Accept,-3,Rob,Accept,Sciz,True,True,True,True,0,1970,2,31.628601074219,-97.09889984130899,216.66.74.22,1.0,Robot,Accept,-3,Schizophrenia,Rating 1,Schizophrenia
R_2VaSSOzmihJzUbK,A1_2_Rob_Sciz_Accept,1,2,Rob,Sciz,Accept,0,Rob,Accept,Sciz,True,True,True,True,0,1972,2,38.855697631836,-77.469703674316,72.66.29.145,1.0,Robot,Accept,0,Schizophrenia,Rating 1,Schizophrenia
R_2S6lMjPA3pcV4cD,A1_2_Rob_Sciz_Accept,1,2,Rob,Sciz,Accept,0,Rob,Accept,Sciz,True,True,True,True,0,1987,2,43.049102783203004,-88.002601623535,208.84.184.239,1.0,Robot,Accept,0,Schizophrenia,Rating 1,Schizophrenia
R_1FKAlN1Fq6Rqu9M,A1_2_Rob_Sciz_Accept,1,2,Rob,Sciz,Accept,1,Rob,Accept,Sciz,True,True,True,True,0,1987,5,33.156494140625,-117.17070007324,70.179.30.252,1.0,Robot,Accept,1,Schizophrenia,Rating 1,Schizophrenia
R_XBvGMbdmuExmANj,A1_2_Rob_Sciz_Accept,1,2,Rob,Sciz,Accept,-3,Rob,Accept,Sciz,True,True,True,True,0,1971,2,43.24560546875,-75.480201721191,24.59.80.184,1.0,Robot,Accept,-3,Schizophrenia,Rating 1,Schizophrenia
R_vwYqYEMXDSiK1Oh,A1_2_Rob_Sciz_Accept,1,2,Rob,Sciz,Accept,1,Rob,Accept,Sciz,True,True,True,True,1,1985,3,40.054794311523,-75.408302307129,204.89.32.4,1.0,Robot,Accept,1,Schizophrenia,Rating 1,Schizophrenia
R_1IGVwQPnmlUongx,A1_2_Rob_Sciz_Accept,1,2,Rob,Sciz,Accept,0,Rob,Accept,Sciz,True,True,True,True,1,1981,2,39.597503662109,-84.15599822998,172.11.220.144,1.0,Robot,Accept,0,Schizophrenia,Rating 1,Schizophrenia
R_1Fm56deRy2gqeTb,A1_2_Rob_Sciz_Accept,1,2,Rob,Sciz,Accept,-2,Rob,Accept,Sciz,True,True,True,True,1,1993,2,38.893295288086,-77.014602661133,56.0.163.16,1.0,Robot,Accept,-2,Schizophrenia,Rating 1,Schizophrenia
R_3lM1TfmPiEhwiNS,A1_2_Rob_Sciz_Accept,1,2,Rob,Sciz,Accept,1,Rob,Accept,Sciz,True,True,True,True,0,1962,4,38.75700378418,-77.14869689941399,72.219.241.46,1.0,Robot,Accept,1,Schizophrenia,Rating 1,Schizophrenia
R_25zSmowqeMAtPAF,A1_2_Rob_Sciz_Accept,1,2,Rob,Sciz,Accept,-3,Rob,Accept,Sciz,True,True,True,True,1,1992,2,41.55029296875,-8.4201049804688,78.130.17.50,1.0,Robot,Accept,-3,Schizophrenia,Rating 1,Schizophrenia
R_Q5NYNEmP1IUCgaB,A1_2_Rob_Sciz_Accept,1,2,Rob,Sciz,Accept,1,Rob,Accept,Sciz,True,True,True,True,1,1987,2,45.014801025390994,-123.01559448241998,73.37.86.81,1.0,Robot,Accept,1,Schizophrenia,Rating 1,Schizophrenia
R_1irZTkNw2XbqWiw,A1_2_Rob_Sciz_Accept,1,2,Rob,Sciz,Accept,-2,Rob,Accept,Sciz,True,True,True,True,0,1983,3,42.692901611328004,-87.804298400879,45.21.138.60,1.0,Robot,Accept,-2,Schizophrenia,Rating 1,Schizophrenia
R_2CTzl28MISwPbAq,A1_2_Rob_Sciz_Accept,1,2,Rob,Sciz,Accept,0,Rob,Accept,Sciz,True,True,True,True,1,1982,2,40.503494262695,-80.078399658203,71.182.138.68,1.0,Robot,Accept,0,Schizophrenia,Rating 1,Schizophrenia
R_3Jq3yHDXEwrbdgS,A1_2_Rob_Sciz_Accept,1,2,Rob,Sciz,Accept,-2,Rob,Accept,Sciz,True,True,True,True,0,1988,2,40.303894042969,-74.07029724121101,199.255.244.65,1.0,Robot,Accept,-2,Schizophrenia,Rating 1,Schizophrenia
R_28U3a46RWlClNyi,A1_2_Rob_Sciz_Accept,1,2,Rob,Sciz,Accept,1,Rob,Accept,Sciz,True,True,True,True,1,1959,5,43.636093139648,-72.241302490234,173.14.173.226,1.0,Robot,Accept,1,Schizophrenia,Rating 1,Schizophrenia
R_2cBZyG2YLDHBps2,A1_2_Rob_Sciz_Accept,1,2,Rob,Sciz,Accept,0,Rob,Accept,Sciz,True,True,True,True,0,1987,2,36.097106933594,-95.962699890137,70.185.239.116,1.0,Robot,Accept,0,Schizophrenia,Rating 1,Schizophrenia
R_SNbNfDY6I1CACQh,A1_2_Rob_Sciz_Accept,1,2,Rob,Sciz,Accept,2,Rob,Accept,Sciz,True,True,True,True,1,1975,2,33.748992919921996,-84.38800048828101,192.127.94.7,1.0,Robot,Accept,2,Schizophrenia,Rating 1,Schizophrenia
R_3e7YCg0w6nUkRiE,A1_2_Rob_Sciz_Accept,1,2,Rob,Sciz,Accept,-2,Rob,Accept,Sciz,True,True,True,True,1,1966,3,29.939300537109,-90.073799133301,66.171.38.84,1.0,Robot,Accept,-2,Schizophrenia,Rating 1,Schizophrenia
R_2R1E9DM4nZs8R0O,A1_2_Rob_Sciz_Accept,1,2,Rob,Sciz,Accept,-1,Rob,Accept,Sciz,True,True,True,True,0,1997,2,34.366104125977,-117.32049560546999,71.84.200.100,1.0,Robot,Accept,-1,Schizophrenia,Rating 1,Schizophrenia
R_2E3Hcn9Pd0PKgfa,A1_2_Rob_Sciz_Accept,1,2,Rob,Sciz,Accept,-1,Rob,Accept,Sciz,True,True,True,True,0,1983,2,45.514602661133004,-122.5991973877,67.5.221.160,1.0,Robot,Accept,-1,Schizophrenia,Rating 1,Schizophrenia
R_DvE1hZcKOWoHJCh,A1_2_Rob_Sciz_Accept,1,2,Rob,Sciz,Accept,3,Rob,Accept,Sciz,True,True,True,True,0,1981,2,33.408294677734,-84.30419921875,66.56.16.219,1.0,Robot,Accept,3,Schizophrenia,Rating 1,Schizophrenia
R_2TMqJlmvPcqokST,A1_2_Rob_Sciz_Accept,1,2,Rob,Sciz,Accept,-2,Rob,Accept,Sciz,True,True,True,True,1,1966,2,47.307800292969,-122.31770324706999,71.231.60.97,1.0,Robot,Accept,-2,Schizophrenia,Rating 1,Schizophrenia
R_2cc4c6kz6DICqEo,A1_2_Rob_Sciz_Accept,1,2,Rob,Sciz,Accept,1,Rob,Accept,Sciz,True,True,True,True,0,1981,2,41.848297119141,-87.65170288085899,196.52.39.10,1.0,Robot,Accept,1,Schizophrenia,Rating 1,Schizophrenia
R_2XplI0zoVWfA0L1,A1_2_Rob_Sciz_Accept,1,2,Rob,Sciz,Accept,-2,Rob,Accept,Sciz,True,True,True,True,0,1981,3,38.015899658203004,-84.484703063965,74.136.136.18,1.0,Robot,Accept,-2,Schizophrenia,Rating 1,Schizophrenia
R_eQkucrsLqZmBHO1,A1_2_Rob_Sciz_Accept,1,2,Rob,Sciz,Accept,1,Rob,Accept,Sciz,True,True,True,True,1,1972,2,39.764602661133,-74.287803649902,73.194.199.39,1.0,Robot,Accept,1,Schizophrenia,Rating 1,Schizophrenia
R_3L6cNf7PgiVxi2a,A1_2_Rob_Sciz_Accept,1,2,Rob,Sciz,Accept,2,Rob,Accept,Sciz,True,True,True,True,1,1990,2,27.716705322266,85.31671142578101,27.34.104.204,1.0,Robot,Accept,2,Schizophrenia,Rating 1,Schizophrenia
R_3ND6ScaUfBYwJZz,A1_2_Rob_Sciz_Accept,1,2,Rob,Sciz,Accept,-2,Rob,Accept,Sciz,True,True,True,True,0,1982,2,36.388702392578004,-95.83010101318399,23.120.189.94,1.0,Robot,Accept,-2,Schizophrenia,Rating 1,Schizophrenia
R_2V1KCSPllmn8gzE,A1_2_Rob_Sciz_Accept,1,2,Rob,Sciz,Accept,2,Rob,Accept,Sciz,True,True,True,True,0,1953,4,27.911193847656,-82.755096435547,72.184.230.127,1.0,Robot,Accept,2,Schizophrenia,Rating 1,Schizophrenia
R_2Uit5Y8fD7HZJmI,A1_2_Rob_Sciz_Accept,1,2,Rob,Sciz,Accept,-1,Rob,Accept,Sciz,True,True,True,True,1,1993,1,29.583404541016,-98.399398803711,70.121.172.21,1.0,Robot,Accept,-1,Schizophrenia,Rating 1,Schizophrenia
R_1lcaqGfa5jwQXGt,A1_2_Rob_Sciz_Accept,1,2,Rob,Sciz,Accept,0,Rob,Accept,Sciz,True,True,True,True,0,1985,2,39.629104614258,-77.712799072266,108.22.206.196,1.0,Robot,Accept,0,Schizophrenia,Rating 1,Schizophrenia
R_Dqs0hasV5OEeFOh,A1_2_Rob_Sciz_Accept,1,2,Rob,Sciz,Accept,-1,Rob,Accept,Sciz,True,True,True,True,0,1977,3,41.082107543945,-73.663597106934,74.90.25.149,1.0,Robot,Accept,-1,Schizophrenia,Rating 1,Schizophrenia
R_Od2NMma7DSCpbcR,A1_2_Rob_Sciz_Accept,1,2,Rob,Sciz,Accept,0,Rob,Accept,Sciz,True,True,True,True,0,1987,3,38.803894042969,-104.77629852295,174.24.3.174,1.0,Robot,Accept,0,Schizophrenia,Rating 1,Schizophrenia
R_uyz80jk6GHit105,A1_2_Rob_Sciz_Accept,1,2,Rob,Sciz,Accept,2,Rob,Accept,Sciz,True,True,True,True,0,1988,2,35.024597167969,-78.996803283691,174.110.16.121,1.0,Robot,Accept,2,Schizophrenia,Rating 1,Schizophrenia
R_2V8860GKoJTyMSz,A1_2_Rob_Sciz_Accept,1,2,Rob,Sciz,Accept,-2,Rob,Accept,Sciz,True,True,True,True,1,1974,5,28.306900024414002,-81.424598693848,198.140.240.10,1.0,Robot,Accept,-2,Schizophrenia,Rating 1,Schizophrenia
R_3O2MwAW1z5joJwi,A1_2_Rob_Sciz_Accept,1,2,Rob,Sciz,Accept,-1,Rob,Accept,Sciz,True,True,True,True,1,1991,2,39.895004272461,-86.18039703369101,12.189.87.250,1.0,Robot,Accept,-1,Schizophrenia,Rating 1,Schizophrenia
R_2B9ylJ8LN7qXKpU,A1_2_Rob_Sciz_Accept,1,2,Rob,Sciz,Accept,-3,Rob,Accept,Sciz,True,True,True,True,0,1958,2,36.490707397461,-82.620002746582,97.81.144.248,1.0,Robot,Accept,-3,Schizophrenia,Rating 1,Schizophrenia
R_2uEsutYMCFTU8wW,A1_2_Rob_Sciz_Accept,1,2,Rob,Sciz,Accept,-1,Rob,Accept,Sciz,True,True,True,True,1,1976,2,32.700698852539,-97.387802124023,216.195.101.20,1.0,Robot,Accept,-1,Schizophrenia,Rating 1,Schizophrenia
R_6QEGXht8beGccNj,A1_2_Rob_Sciz_Accept,1,2,Rob,Sciz,Accept,2,Rob,Accept,Sciz,True,True,True,True,1,1996,2,5.550003051757799,-0.21670532226562,197.251.240.252,1.0,Robot,Accept,2,Schizophrenia,Rating 1,Schizophrenia
R_pRF4oyeqIQedkS5,A1_2_Rob_Sciz_Accept,1,2,Rob,Sciz,Accept,-3,Rob,Accept,Sciz,True,True,True,True,1,1957,2,42.647094726562,-73.75029754638699,141.254.80.15,1.0,Robot,Accept,-3,Schizophrenia,Rating 1,Schizophrenia
R_3Jlzhj285HceWug,A1_2_Rob_Sciz_Accept,1,2,Rob,Sciz,Accept,1,Rob,Accept,Sciz,True,True,True,True,1,1988,2,38.81559753418,-77.045303344727,69.243.81.82,1.0,Robot,Accept,1,Schizophrenia,Rating 1,Schizophrenia
R_2UWtfTy4ajmVj6K,A1_2_Rob_Sciz_Accept,1,2,Rob,Sciz,Accept,-1,Rob,Accept,Sciz,True,True,True,True,1,1985,2,45.064804077148,-92.84729766845699,66.41.206.111,1.0,Robot,Accept,-1,Schizophrenia,Rating 1,Schizophrenia
R_3PdjNiXYiZHSr9j,A1_2_Rob_Sciz_Accept,1,2,Rob,Sciz,Accept,-2,Rob,Accept,Sciz,True,True,True,True,1,1981,2,33.754501342773,-117.94639587402,65.60.89.50,1.0,Robot,Accept,-2,Schizophrenia,Rating 1,Schizophrenia
R_1mVGbQu3NZn9Dwr,A1_2_Rob_Sciz_Accept,1,2,Rob,Sciz,Accept,3,Rob,Accept,Sciz,True,True,True,True,0,1987,2,10.316696166992001,-72.31670379638699,190.124.31.72,1.0,Robot,Accept,3,Schizophrenia,Rating 1,Schizophrenia
R_3nUwSpDK0ZAlslM,A1_2_Rob_Sciz_Accept,1,2,Rob,Sciz,Accept,-1,Rob,Accept,Sciz,True,True,True,True,1,1984,2,41.018600463867,28.964706420898,85.97.186.121,1.0,Robot,Accept,-1,Schizophrenia,Rating 1,Schizophrenia
R_2xOTsdutjlIjX9v,A1_2_Rob_Sciz_Accept,1,2,Rob,Sciz,Accept,0,Rob,Accept,Sciz,True,True,True,True,0,1987,2,38.672897338867,-121.14880371094,198.1.29.5,1.0,Robot,Accept,0,Schizophrenia,Rating 1,Schizophrenia
R_2cjT86vDH7hkW5I,A1_2_Rob_Sciz_Accept,1,2,Rob,Sciz,Accept,-1,Rob,Accept,Sciz,True,True,True,True,0,1998,2,14.604202270508,120.98220825195,112.204.47.88,1.0,Robot,Accept,-1,Schizophrenia,Rating 1,Schizophrenia
R_2bWqhIWA7HvADUN,A1_2_Rob_Sciz_Accept,1,2,Rob,Sciz,Accept,-2,Rob,Accept,Sciz,True,True,True,True,1,1978,2,39.219299316406,-91.886001586914,97.85.222.55,1.0,Robot,Accept,-2,Schizophrenia,Rating 1,Schizophrenia
R_1jeJtaPcxvbSsEK,A1_2_Rob_Sciz_Accept,1,2,Rob,Sciz,Accept,-1,Rob,Accept,Sciz,True,True,True,True,0,1950,2,47.856094360352,-122.28289794921999,24.17.252.46,1.0,Robot,Accept,-1,Schizophrenia,Rating 1,Schizophrenia
R_XOn2UF8Pi99FVhT,A1_2_Rob_Sciz_Accept,1,2,Rob,Sciz,Accept,0,Rob,Accept,Sciz,True,True,True,True,0,1948,2,33.397201538086,-111.78579711914,184.101.116.89,1.0,Robot,Accept,0,Schizophrenia,Rating 1,Schizophrenia
R_3GdhQEX2U2KZ4X8,A1_2_Rob_Sciz_Accept,1,2,Rob,Sciz,Accept,3,Rob,Accept,Sciz,True,True,True,True,1,1979,2,38.512100219727,-89.899803161621,47.40.2.85,1.0,Robot,Accept,3,Schizophrenia,Rating 1,Schizophrenia
R_1jHslyfBaCtTCRX,A1_2_Rob_Sciz_Accept,1,2,Rob,Sciz,Accept,1,Rob,Accept,Sciz,True,True,True,True,0,1985,6,35.842300415039,-90.704299926758,173.218.100.197,1.0,Robot,Accept,1,Schizophrenia,Rating 1,Schizophrenia
R_3CTzjHVs3xSWPIQ,A1_2_Rob_Sciz_Accept,1,2,Rob,Sciz,Accept,0,Rob,Accept,Sciz,True,True,True,True,1,1958,3,29.656906127929997,-98.510696411133,67.11.111.69,1.0,Robot,Accept,0,Schizophrenia,Rating 1,Schizophrenia
R_Dvr7SbB567vnAXL,A1_2_Rob_Sciz_Accept,1,2,Rob,Sciz,Accept,-2,Rob,Accept,Sciz,True,True,True,True,0,1978,3,36.99040222168,-76.421699523926,108.26.113.185,1.0,Robot,Accept,-2,Schizophrenia,Rating 1,Schizophrenia
R_2zMC0qyJMqtDFmg,A1_2_Rob_Sciz_Accept,1,2,Rob,Sciz,Accept,0,Rob,Accept,Sciz,True,True,True,True,1,1961,2,30.811492919922,-97.411903381348,40.133.44.242,1.0,Robot,Accept,0,Schizophrenia,Rating 1,Schizophrenia
R_1FyRW5AAYwAlavi,A1_2_Rob_Sciz_Accept,1,2,Rob,Sciz,Accept,-1,Rob,Accept,Sciz,True,True,True,True,0,1980,2,37.552200317383,-77.45819854736301,71.207.132.238,1.0,Robot,Accept,-1,Schizophrenia,Rating 1,Schizophrenia
R_3g1s40QXYPmxv9W,A1_2_Rob_Sciz_Accept,1,2,Rob,Sciz,Accept,-1,Rob,Accept,Sciz,True,True,True,True,1,1967,3,42.688400268555,-83.386497497559,24.127.167.119,1.0,Robot,Accept,-1,Schizophrenia,Rating 1,Schizophrenia
R_2s54g5x73gVgOaX,A1_2_Rob_Sciz_Accept,1,2,Rob,Sciz,Accept,3,Rob,Accept,Sciz,True,True,True,True,0,1975,2,42.975692749023,-83.662803649902,73.144.247.47,1.0,Robot,Accept,3,Schizophrenia,Rating 1,Schizophrenia
R_24px2UsXRxLPBRr,A1_2_Rob_Sciz_Accept,1,2,Rob,Sciz,Accept,0,Rob,Accept,Sciz,True,True,True,True,0,1991,2,29.109893798828,-80.972999572754,142.197.88.222,1.0,Robot,Accept,0,Schizophrenia,Rating 1,Schizophrenia
R_21BulP2lNnyAit5,A1_2_Rob_Sciz_Accept,1,2,Rob,Sciz,Accept,-2,Rob,Accept,Sciz,True,True,True,True,1,1996,3,42.853393554688,-83.29560089111301,71.10.39.26,1.0,Robot,Accept,-2,Schizophrenia,Rating 1,Schizophrenia
R_1kZmgC4tCdVIYjp,A1_2_Rob_Sciz_Accept,1,2,Rob,Sciz,Accept,0,Rob,Accept,Sciz,True,True,True,True,0,1980,3,27.249801635742003,-80.37969970703101,73.56.129.227,1.0,Robot,Accept,0,Schizophrenia,Rating 1,Schizophrenia
R_UcjiROg05X8N3TH,A1_2_Rob_Sciz_Accept,1,2,Rob,Sciz,Accept,2,Rob,Accept,Sciz,True,True,True,True,1,1990,2,33.584594726562,-88.41400146484399,67.60.190.117,1.0,Robot,Accept,2,Schizophrenia,Rating 1,Schizophrenia
R_4YgkwCh2TPi4dp3,A1_2_Rob_Sciz_Accept,1,2,Rob,Sciz,Accept,-1,Rob,Accept,Sciz,True,True,True,True,0,1951,2,40.124603271484,-75.538497924805,74.103.175.21,1.0,Robot,Accept,-1,Schizophrenia,Rating 1,Schizophrenia
R_3NwVGtOHMei0oCh,A1_2_Rob_Sciz_Accept,1,2,Rob,Sciz,Accept,3,Rob,Accept,Sciz,True,True,True,True,0,1962,3,41.656204223633,-70.349296569824,76.24.109.168,1.0,Robot,Accept,3,Schizophrenia,Rating 1,Schizophrenia
R_125Cc1QeztXn8Ix,A1_2_Rob_Sciz_Accept,1,2,Rob,Sciz,Accept,3,Rob,Accept,Sciz,True,True,True,True,1,1991,2,25.780593872070003,-80.18260192871101,167.160.113.50,1.0,Robot,Accept,3,Schizophrenia,Rating 1,Schizophrenia
R_29alPQLjkFzqxOJ,A1_2_Rob_Sciz_Accept,1,2,Rob,Sciz,Accept,-2,Rob,Accept,Sciz,True,True,True,True,1,1958,5,40.750595092773,-73.82039642334,24.90.165.185,1.0,Robot,Accept,-2,Schizophrenia,Rating 1,Schizophrenia
R_3Ple4gQGqiqAZrz,A1_2_Rob_Sciz_Accept,1,2,Rob,Sciz,Accept,-1,Rob,Accept,Sciz,True,True,True,True,1,1990,3,47.287506103515994,-122.10940551758002,73.221.14.154,1.0,Robot,Accept,-1,Schizophrenia,Rating 1,Schizophrenia
R_1o7nRtSDhRU2ta5,A1_2_Rob_Sciz_Accept,1,2,Rob,Sciz,Accept,3,Rob,Accept,Sciz,True,True,True,True,1,1988,3,39.295196533203004,-76.62310028076199,73.163.23.14,1.0,Robot,Accept,3,Schizophrenia,Rating 1,Schizophrenia
R_Bun6VxcCC3zvof7,A1_2_Rob_Sciz_Accept,1,2,Rob,Sciz,Accept,-1,Rob,Accept,Sciz,True,True,True,True,1,1983,2,30.029800415039002,-91.730499267578,174.64.169.250,1.0,Robot,Accept,-1,Schizophrenia,Rating 1,Schizophrenia
R_2TmXZz0Qk5RKB6J,A1_2_Rob_Sciz_Accept,1,2,Rob,Sciz,Accept,-2,Rob,Accept,Sciz,True,True,True,True,0,1991,2,26.620300292969,-80.059196472168,162.198.44.182,1.0,Robot,Accept,-2,Schizophrenia,Rating 1,Schizophrenia
R_1IadrV060FEcyit,A1_2_Rob_Sciz_Accept,1,2,Rob,Sciz,Accept,0,Rob,Accept,Sciz,True,True,True,True,1,1968,2,33.351593017578004,-86.821098327637,71.8.86.183,1.0,Robot,Accept,0,Schizophrenia,Rating 1,Schizophrenia
R_2R7GWFb2JqHno4Z,A1_2_Rob_Sciz_Accept,1,2,Rob,Sciz,Accept,2,Rob,Accept,Sciz,True,True,True,True,0,1989,2,44.901596069336,-122.92230224609,71.63.144.86,1.0,Robot,Accept,2,Schizophrenia,Rating 1,Schizophrenia
R_2y18utsGQ1GqPkV,A1_2_Rob_Sciz_Accept,1,2,Rob,Sciz,Accept,-1,Rob,Accept,Sciz,True,True,True,True,0,1981,2,44.967895507812,-93.08840179443399,205.215.216.15,1.0,Robot,Accept,-1,Schizophrenia,Rating 1,Schizophrenia
R_24FU1tugXFKepcg,A1_2_Rob_Sciz_Accept,1,2,Rob,Sciz,Accept,0,Rob,Accept,Sciz,True,True,True,True,0,1984,5,39.125198364258,-76.511596679688,96.244.43.109,1.0,Robot,Accept,0,Schizophrenia,Rating 1,Schizophrenia
