ResponseId,Gender,BirthYear,Occupation,IPAddress
R_Cf97bB7c6ssnu3D,1,1996,1,162.17.213.102
R_40lkO51BykTcGFX,0,1988,2,160.79.139.10
R_40lkO51BykTcGFX,0,1988,2,160.79.139.10
R_3dN9pWW9CZ9Iwsx,1,1983,1,67.246.65.231
R_3dN9pWW9CZ9Iwsx,1,1983,1,67.246.65.231
R_0BMstpSQRXJr1zb,1,1989,2,174.255.132.38
R_0BMstpSQRXJr1zb,1,1989,2,174.255.132.38
R_29dc3YdIfRMGC2t,0,1987,3,73.152.164.42
R_29dc3YdIfRMGC2t,0,1987,3,73.152.164.42
R_10ximGnXqW2wfoS,1,1982,2,148.75.30.213
R_10ximGnXqW2wfoS,1,1982,2,148.75.30.213
R_1EZfvxn85CRGRDX,0,1987,2,216.108.209.63
R_1EZfvxn85CRGRDX,0,1987,2,216.108.209.63
R_1iarliUGFcqtuM6,1,1981,2,24.104.64.110
R_1iarliUGFcqtuM6,1,1981,2,24.104.64.110
R_sEWUtJGoKEdVkmR,1,1978,2,204.134.225.10
R_sEWUtJGoKEdVkmR,1,1978,2,204.134.225.10
R_1K7FL3zgteZsD7i,1,1976,3,174.56.169.58
R_1K7FL3zgteZsD7i,1,1976,3,174.56.169.58
R_2YyOj7QYdsyEszc,0,1996,1,49.142.105.245
R_2YyOj7QYdsyEszc,0,1996,1,49.142.105.245
R_1M0SmqasuFMxghh,1,1983,2,12.12.130.164
R_1M0SmqasuFMxghh,1,1983,2,12.12.130.164
R_1HXCcWd6rAk2Cyt,0,1997,1,73.245.135.8
R_1HXCcWd6rAk2Cyt,0,1997,1,73.245.135.8
R_r1MLAWSAX2ECBkB,0,1961,3,99.170.164.172
R_r1MLAWSAX2ECBkB,0,1961,3,99.170.164.172
R_uvKDanPRzuqCXap,0,1989,2,107.77.200.152
R_uvKDanPRzuqCXap,0,1989,2,107.77.200.152
R_22lVoDP7wwrucpw,1,1990,1,73.124.28.167
R_22lVoDP7wwrucpw,1,1990,1,73.124.28.167
R_1LGxmA8lV8GfOYb,1,1989,2,66.8.231.140
R_1LGxmA8lV8GfOYb,1,1989,2,66.8.231.140
R_1kO1FzrbYaktFCC,1,1994,2,24.177.146.206
R_1kO1FzrbYaktFCC,1,1994,2,24.177.146.206
R_xiwiEPwIa9qqbkJ,1,1965,5,208.54.85.153
R_xiwiEPwIa9qqbkJ,1,1965,5,208.54.85.153
R_1F9e8QzSVM4dxfu,1,1990,2,71.208.51.146
R_1F9e8QzSVM4dxfu,1,1990,2,71.208.51.146
R_b3ma9QeiVaYg705,0,1994,3,98.5.89.152
R_b3ma9QeiVaYg705,0,1994,3,98.5.89.152
R_2PBS0YPf54t3zts,1,1982,2,216.64.244.207
R_2PBS0YPf54t3zts,1,1982,2,216.64.244.207
R_SYSOo7s5hn0vWr7,0,1983,5,24.183.0.55
R_SYSOo7s5hn0vWr7,0,1983,5,24.183.0.55
R_1LCqRPEpxVhZKOa,1,1985,2,209.64.115.12
R_1LCqRPEpxVhZKOa,1,1985,2,209.64.115.12
R_2uq8Buzh2W8UUcR,0,1982,2,68.103.66.31
R_2uq8Buzh2W8UUcR,0,1982,2,68.103.66.31
R_20Uvb3EtWwqT06N,0,1982,2,64.33.242.211
R_20Uvb3EtWwqT06N,0,1982,2,64.33.242.211
R_214z13glILammHi,0,1982,2,72.2.79.156
R_214z13glILammHi,0,1982,2,72.2.79.156
R_0rfYKdJlY5ijUS5,1,1997,1,129.237.108.12
R_0rfYKdJlY5ijUS5,1,1997,1,129.237.108.12
R_1OZyBGpskHUm0Wq,1,1974,2,75.130.217.245
R_1OZyBGpskHUm0Wq,1,1974,2,75.130.217.245
R_5hxL7Y6ReJtG4qB,0,1978,3,108.72.44.117
R_5hxL7Y6ReJtG4qB,0,1978,3,108.72.44.117
R_A0aupurr9Pr7mOl,1,1967,2,50.241.26.97
R_A0aupurr9Pr7mOl,1,1967,2,50.241.26.97
R_3MiIz7CrA6mapcL,1,1987,2,71.13.66.20
R_3MiIz7CrA6mapcL,1,1987,2,71.13.66.20
R_3rPzF6GvRgr6GyD,0,1982,2,205.222.248.235
R_3rPzF6GvRgr6GyD,0,1982,2,205.222.248.235
R_3kGrr1wMMrkpOfI,0,1964,2,24.165.182.250
R_3kGrr1wMMrkpOfI,0,1964,2,24.165.182.250
R_0HcOgxfKcLpC837,1,1960,3,76.101.207.238
R_0HcOgxfKcLpC837,1,1960,3,76.101.207.238
R_1i3P7bCKw9wBw5E,0,1982,5,173.61.40.29
R_1i3P7bCKw9wBw5E,0,1982,5,173.61.40.29
R_zZLedrldXjo5NTj,0,1984,2,198.37.241.47
R_zZLedrldXjo5NTj,0,1984,2,198.37.241.47
R_2V4373b7VSszpl0,1,1971,3,100.16.46.122
R_2V4373b7VSszpl0,1,1971,3,100.16.46.122
R_2uJw2G7BQ3Y9VEE,1,1978,2,24.225.125.42
R_2uJw2G7BQ3Y9VEE,1,1978,2,24.225.125.42
R_31Nldcl0J92635P,1,1988,2,160.33.195.21
R_31Nldcl0J92635P,1,1988,2,160.33.195.21
R_2rAe5HhFEZneCFD,0,1981,2,50.79.100.33
R_2rAe5HhFEZneCFD,0,1981,2,50.79.100.33
R_2wRILtwOJzw2GJn,0,1990,6,24.188.131.95
R_2wRILtwOJzw2GJn,0,1990,6,24.188.131.95
R_2c0f4ImPpVRR2oa,1,1984,2,71.95.144.218
R_2c0f4ImPpVRR2oa,1,1984,2,71.95.144.218
R_2OO2ClMbdP6mXCI,0,1987,2,107.77.199.128
R_2OO2ClMbdP6mXCI,0,1987,2,107.77.199.128
R_1BQxDuUMThlYtay,1,1993,2,64.238.153.2
R_1BQxDuUMThlYtay,1,1993,2,64.238.153.2
R_O0CjJzPulPYxhzb,0,1951,4,76.127.79.140
R_O0CjJzPulPYxhzb,0,1951,4,76.127.79.140
R_22SbBbTU9skZcoP,1,1954,3,96.242.114.51
R_22SbBbTU9skZcoP,1,1954,3,96.242.114.51
R_sGYazVDcG8L2NSF,0,1973,6,104.1.25.78
R_sGYazVDcG8L2NSF,0,1973,6,104.1.25.78
R_1ISMs2iemHT0xLw,0,1956,2,96.69.125.161
R_1ISMs2iemHT0xLw,0,1956,2,96.69.125.161
R_2WD8YlcCUpedYBC,0,1976,2,73.54.167.132
R_2WD8YlcCUpedYBC,0,1976,2,73.54.167.132
R_8IkoXlnKgWszw65,1,1952,4,66.30.215.127
R_8IkoXlnKgWszw65,1,1952,4,66.30.215.127
R_6M71xpxyidviN9L,1,1980,2,76.25.158.110
R_6M71xpxyidviN9L,1,1980,2,76.25.158.110
R_1Qza0GGYgcxrwdL,1,1989,2,105.154.56.10
R_1Qza0GGYgcxrwdL,1,1989,2,105.154.56.10
R_3MguMmQPXzEEJ4k,1,1987,2,71.237.51.87
R_3MguMmQPXzEEJ4k,1,1987,2,71.237.51.87
R_3Or06S0yyTY1hhC,0,1974,3,50.88.123.31
R_3Or06S0yyTY1hhC,0,1974,3,50.88.123.31
R_w60zTFob2EQc65P,0,1974,2,71.86.81.80
R_w60zTFob2EQc65P,0,1974,2,71.86.81.80
R_oYyN5w9rD38PQ3f,1,1990,3,69.136.138.207
R_oYyN5w9rD38PQ3f,1,1990,3,69.136.138.207
R_12tExdp15pF7IMA,1,1991,2,185.107.47.171
R_12tExdp15pF7IMA,1,1991,2,185.107.47.171
R_ODrlrjNEVgUVpsZ,1,1982,2,24.242.19.76
R_ODrlrjNEVgUVpsZ,1,1982,2,24.242.19.76
R_p44Q4bJqDCqCCXf,1,1989,2,68.196.201.249
R_p44Q4bJqDCqCCXf,1,1989,2,68.196.201.249
R_9GM4GkxpdPgceWt,0,1987,3,174.206.8.198
R_9GM4GkxpdPgceWt,0,1987,3,174.206.8.198
R_qXH6Pzb1ZzW1nJD,0,1976,2,68.119.43.1
R_qXH6Pzb1ZzW1nJD,0,1976,2,68.119.43.1
R_3QWe0mxDUwNYUmt,1,1950,3,108.242.223.13
R_3QWe0mxDUwNYUmt,1,1950,3,108.242.223.13
R_2X56njpdbuoYoCZ,0,1993,2,69.166.170.164
R_2X56njpdbuoYoCZ,0,1993,2,69.166.170.164
R_3PMQHhNs87kpUFD,1,1987,2,204.9.150.217
R_3PMQHhNs87kpUFD,1,1987,2,204.9.150.217
R_WwaNsYWYFurgXAd,1,1983,2,74.191.67.11
R_WwaNsYWYFurgXAd,1,1983,2,74.191.67.11
R_7aEmjbIYC8O21UZ,1,1984,3,173.163.42.117
R_7aEmjbIYC8O21UZ,1,1984,3,173.163.42.117
R_1Ks4MyEG8rj6YVD,0,1980,3,74.67.125.127
R_1Ks4MyEG8rj6YVD,0,1980,3,74.67.125.127
R_1hMAWMjYx9TmIw4,0,1972,2,75.86.211.10
R_1hMAWMjYx9TmIw4,0,1972,2,75.86.211.10
R_1duazyt6rMOGW90,1,1979,2,104.128.209.1
R_1duazyt6rMOGW90,1,1979,2,104.128.209.1
R_3aE9cRaYu3N5l05,0,1961,2,192.180.190.8
R_3aE9cRaYu3N5l05,0,1961,2,192.180.190.8
R_tETyvchA5Ti2Amd,1,1988,3,173.216.19.100
R_tETyvchA5Ti2Amd,1,1988,3,173.216.19.100
R_1BUV864TkbQagPK,1,1985,2,192.136.223.46
R_1BUV864TkbQagPK,1,1985,2,192.136.223.46
R_1Nk7V3YdKvdNZDP,0,1980,2,107.77.234.76
R_1Nk7V3YdKvdNZDP,0,1980,2,107.77.234.76
R_2TB280UM3rvQ8PO,1,1991,2,64.121.102.112
R_2TB280UM3rvQ8PO,1,1991,2,64.121.102.112
R_1oBXWyTWpcgMoFw,0,1962,2,69.148.165.226
R_1oBXWyTWpcgMoFw,0,1962,2,69.148.165.226
R_2bWxehtyiyXc3Ls,0,1953,2,71.89.202.71
R_2bWxehtyiyXc3Ls,0,1953,2,71.89.202.71
R_1d4vuMWnrm6WH1V,0,1954,3,73.27.179.20
R_1d4vuMWnrm6WH1V,0,1954,3,73.27.179.20
R_2e5d1J7LzNNNhP5,0,1975,2,162.198.44.182
R_2e5d1J7LzNNNhP5,0,1975,2,162.198.44.182
R_3oHmWqI1MvPNmRf,1,1982,2,71.172.28.139
R_3oHmWqI1MvPNmRf,1,1982,2,71.172.28.139
R_12RnQiIZFogTuic,1,1964,3,75.189.23.255
R_12RnQiIZFogTuic,1,1964,3,75.189.23.255
R_cu5gMW6ULr2Z9M5,0,1987,3,66.24.228.221
R_cu5gMW6ULr2Z9M5,0,1987,3,66.24.228.221
R_3PulHiJpR0G8RVm,1,1974,2,24.61.141.136
R_3PulHiJpR0G8RVm,1,1974,2,24.61.141.136
R_2B4k1I7SK5mrxfo,0,1975,2,71.238.16.185
R_2B4k1I7SK5mrxfo,0,1975,2,71.238.16.185
R_xyePAXvvvGi7LYR,1,1969,2,74.193.103.196
R_xyePAXvvvGi7LYR,1,1969,2,74.193.103.196
R_1rHbZF16BbHrDXx,1,1993,2,107.221.194.72
R_1rHbZF16BbHrDXx,1,1993,2,107.221.194.72
R_2tA7EeaFSnk8FHS,0,1952,3,173.24.88.152
R_2tA7EeaFSnk8FHS,0,1952,3,173.24.88.152
R_sHg0EHIQIXK55F7,1,1987,2,71.76.45.168
R_sHg0EHIQIXK55F7,1,1987,2,71.76.45.168
R_1I4yVpX31sRkg0j,0,1981,2,73.67.31.171
R_1I4yVpX31sRkg0j,0,1981,2,73.67.31.171
R_1QDWXO48tAPQr5f,0,1987,2,107.15.100.53
R_1QDWXO48tAPQr5f,0,1987,2,107.15.100.53
R_25SezlUMI2dnocj,1,1992,2,197.211.63.158
R_25SezlUMI2dnocj,1,1992,2,197.211.63.158
R_12a5c0kNtIShrWL,1,1981,2,66.213.116.194
R_12a5c0kNtIShrWL,1,1981,2,66.213.116.194
R_9NdyWMAsC55uX0R,1,1966,2,104.11.61.83
R_9NdyWMAsC55uX0R,1,1966,2,104.11.61.83
R_3nHQHAd2YYzvIl7,0,1985,2,172.73.12.254
R_3nHQHAd2YYzvIl7,0,1985,2,172.73.12.254
R_1Q9DtiTcAnsI7cy,0,1982,2,107.204.201.212
R_1Q9DtiTcAnsI7cy,0,1982,2,107.204.201.212
R_1Ka6y9SWyQNNUwj,1,1988,2,73.8.86.239
R_1Ka6y9SWyQNNUwj,1,1988,2,73.8.86.239
R_difKL8Tg3iZ7sMV,1,1982,2,99.135.155.130
R_difKL8Tg3iZ7sMV,1,1982,2,99.135.155.130
R_2fdj1jhuefDbi3d,0,1991,2,66.214.10.101
R_2fdj1jhuefDbi3d,0,1991,2,66.214.10.101
R_22E5JT6r10cdQqw,0,1957,3,68.108.152.157
R_22E5JT6r10cdQqw,0,1957,3,68.108.152.157
R_2dvjqrykvkUuLVa,1,1994,2,97.95.91.72
R_2dvjqrykvkUuLVa,1,1994,2,97.95.91.72
R_9zQAeRymf5VCbjr,1,1995,6,73.6.203.118
R_9zQAeRymf5VCbjr,1,1995,6,73.6.203.118
R_22X2Qe6L78jTkww,0,1983,2,73.92.5.208
R_22X2Qe6L78jTkww,0,1983,2,73.92.5.208
R_0ktgcpYaKeVOT7j,1,1983,2,172.98.85.15
R_0ktgcpYaKeVOT7j,1,1983,2,172.98.85.15
R_xG8dA49zR74Lr5n,0,1987,2,128.118.152.250
R_xG8dA49zR74Lr5n,0,1987,2,128.118.152.250
R_24AuK0ZONQsprml,1,1991,2,12.18.78.114
R_24AuK0ZONQsprml,1,1991,2,12.18.78.114
R_1LdqVUh4IewGN9f,1,1982,2,137.148.67.29
R_1LdqVUh4IewGN9f,1,1982,2,137.148.67.29
R_3PhI9mHS766xMxk,0,1981,2,170.52.14.190
R_3PhI9mHS766xMxk,0,1981,2,170.52.14.190
R_3D5Alw8JOm6gUv3,0,1946,4,172.15.229.101
R_3D5Alw8JOm6gUv3,0,1946,4,172.15.229.101
R_1jJT39RVeW8zBfv,0,1985,2,66.41.57.18
R_1jJT39RVeW8zBfv,0,1985,2,66.41.57.18
R_Ca8Rl5tfrCQbVkZ,0,1947,5,172.250.200.127
R_Ca8Rl5tfrCQbVkZ,0,1947,5,172.250.200.127
R_3siB31IntVLZIFL,1,1970,2,162.250.6.19
R_3siB31IntVLZIFL,1,1970,2,162.250.6.19
R_3KC2wzAuoRx1pJC,0,1990,2,50.194.196.37
R_3KC2wzAuoRx1pJC,0,1990,2,50.194.196.37
R_4UvqbvZ2elTVfUd,0,1990,2,71.227.173.55
R_4UvqbvZ2elTVfUd,0,1990,2,71.227.173.55
R_BziWcinlhxKqFW1,0,1992,2,65.24.117.162
R_BziWcinlhxKqFW1,0,1992,2,65.24.117.162
R_2P0U5DLkcvRhmTk,1,1983,2,108.171.130.162
R_2P0U5DLkcvRhmTk,1,1983,2,108.171.130.162
R_Q3t6SSuvMYfkbER,0,1993,1,71.84.200.100
R_Q3t6SSuvMYfkbER,0,1993,1,71.84.200.100
R_1eLQUF5AtDkI0dn,0,1971,3,68.111.198.189
R_1eLQUF5AtDkI0dn,0,1971,3,68.111.198.189
R_3fkKdEB9Px4ECLx,0,1994,3,24.74.120.186
R_3fkKdEB9Px4ECLx,0,1994,3,24.74.120.186
R_23fOA9WKDDu6K9E,1,1987,2,72.80.116.19
R_23fOA9WKDDu6K9E,1,1987,2,72.80.116.19
R_3RqgRxPvLQRbJWl,1,1992,2,104.131.139.20
R_3RqgRxPvLQRbJWl,1,1992,2,104.131.139.20
R_3qQLtGcC0PFYGRP,0,1973,2,67.137.248.209
R_3qQLtGcC0PFYGRP,0,1973,2,67.137.248.209
R_2AGS1wWKPk5AZ9c,1,1956,2,104.169.86.104
R_2AGS1wWKPk5AZ9c,1,1956,2,104.169.86.104
R_1gAsX7FNPHdfywT,0,1980,2,73.210.25.228
R_1gAsX7FNPHdfywT,0,1980,2,73.210.25.228
R_2TYPr4bUNzfHpmY,1,1967,2,104.129.196.70
R_2TYPr4bUNzfHpmY,1,1967,2,104.129.196.70
R_2UXZROwEb1aCe6b,0,1978,2,131.212.248.235
R_2UXZROwEb1aCe6b,0,1978,2,131.212.248.235
R_3HFAH158s9rjGjD,1,1987,3,173.121.188.36
R_3HFAH158s9rjGjD,1,1987,3,173.121.188.36
R_1kSNpj5yhLUm6RJ,1,1959,4,173.216.96.224
R_1kSNpj5yhLUm6RJ,1,1959,4,173.216.96.224
R_3HUHfNAZ7COZiMv,1,1954,3,24.167.164.138
R_3HUHfNAZ7COZiMv,1,1954,3,24.167.164.138
R_3hA52Rp5Fb0iLnt,1,1987,2,66.41.158.139
R_3hA52Rp5Fb0iLnt,1,1987,2,66.41.158.139
R_2frnCYyCXx8GCOi,0,1993,1,107.13.162.160
R_2frnCYyCXx8GCOi,0,1993,1,107.13.162.160
R_2YLeqdzeQgPsyrH,0,1990,2,108.34.183.128
R_2YLeqdzeQgPsyrH,0,1990,2,108.34.183.128
R_A67fVq5TFtrohoZ,1,1984,2,24.3.56.140
R_A67fVq5TFtrohoZ,1,1984,2,24.3.56.140
R_2fxqhJSzZXqQSgr,0,1980,2,174.55.89.139
R_2fxqhJSzZXqQSgr,0,1980,2,174.55.89.139
R_1DNF07OtGyqTuQf,0,1968,2,174.205.24.179
R_1DNF07OtGyqTuQf,0,1968,2,174.205.24.179
R_28D7byedpBFStLH,0,1953,2,107.215.60.187
R_28D7byedpBFStLH,0,1953,2,107.215.60.187
R_2XakXvT3aY1qEDD,0,1969,3,73.204.25.9
R_2XakXvT3aY1qEDD,0,1969,3,73.204.25.9
R_a5YIoiiUKasJ8Yx,1,1960,2,73.205.68.46
R_a5YIoiiUKasJ8Yx,1,1960,2,73.205.68.46
R_33dtUMFkvI0jlNU,0,1966,2,73.203.233.133
R_33dtUMFkvI0jlNU,0,1966,2,73.203.233.133
R_2uD7me8YpKECJ55,1,1985,5,24.15.186.1
R_2uD7me8YpKECJ55,1,1985,5,24.15.186.1
R_2EgIvOpHyZ4GC94,0,1977,5,68.58.151.2
R_2EgIvOpHyZ4GC94,0,1977,5,68.58.151.2
R_3PTPfBPlrpNanIt,1,1987,2,72.182.55.229
R_3PTPfBPlrpNanIt,1,1987,2,72.182.55.229
R_1KlrKPb3rgG7tQj,0,1978,2,71.213.151.205
R_1KlrKPb3rgG7tQj,0,1978,2,71.213.151.205
R_1QEk2TjhDQuywLI,0,1983,2,73.119.239.216
R_1QEk2TjhDQuywLI,0,1983,2,73.119.239.216
R_2rON8En00y8hXIN,0,1983,2,108.64.75.194
R_2rON8En00y8hXIN,0,1983,2,108.64.75.194
R_DbKcS7vgAc93iFP,1,1970,3,174.16.32.85
R_DbKcS7vgAc93iFP,1,1970,3,174.16.32.85
R_21dILMtywlm6QGq,1,1971,2,68.108.0.148
R_21dILMtywlm6QGq,1,1971,2,68.108.0.148
R_2t4pDQZPuICLAm8,1,1960,6,68.197.36.98
R_2t4pDQZPuICLAm8,1,1960,6,68.197.36.98
R_NVWHgrad3cGQw0x,0,1967,2,184.58.214.214
R_NVWHgrad3cGQw0x,0,1967,2,184.58.214.214
R_3IW3SQSjrKlfUtC,1,1993,2,72.219.200.73
R_3IW3SQSjrKlfUtC,1,1993,2,72.219.200.73
R_1N9VjFmVQrXM4fw,1,1995,3,75.132.129.135
R_1N9VjFmVQrXM4fw,1,1995,3,75.132.129.135
R_1ie7zolcBKRV1e5,0,1972,3,76.224.235.56
R_1ie7zolcBKRV1e5,0,1972,3,76.224.235.56
R_2PnDDy3ZNdixt1M,0,1990,2,99.203.0.142
R_2PnDDy3ZNdixt1M,0,1990,2,99.203.0.142
R_4OsYcHrFZufFsu5,0,1991,2,162.213.78.146
R_4OsYcHrFZufFsu5,0,1991,2,162.213.78.146
R_BrbrJMFQpmYf66d,0,1985,5,108.77.159.58
R_BrbrJMFQpmYf66d,0,1985,5,108.77.159.58
R_1owfxPDnqNxDQid,0,1959,2,66.177.113.95
R_1owfxPDnqNxDQid,0,1959,2,66.177.113.95
R_1o8aIT5sj6cNAhz,1,1973,5,174.196.137.206
R_1o8aIT5sj6cNAhz,1,1973,5,174.196.137.206
R_3P7Vf2YbptUBMjm,0,1969,2,184.35.9.150
R_3P7Vf2YbptUBMjm,0,1969,2,184.35.9.150
R_PARBlnf7gM5pYe5,1,1987,2,73.34.112.241
R_PARBlnf7gM5pYe5,1,1987,2,73.34.112.241
R_2CDHGcmWIOVQiiF,0,1988,2,208.80.228.251
R_2CDHGcmWIOVQiiF,0,1988,2,208.80.228.251
R_bg9W8MRm0hVaGrf,0,1987,2,76.117.182.123
R_bg9W8MRm0hVaGrf,0,1987,2,76.117.182.123
R_1NtC3ScNMgSBLSL,0,1992,2,8.41.22.56
R_1NtC3ScNMgSBLSL,0,1992,2,8.41.22.56
R_2uWGYs0nc4SIDCV,0,1962,3,71.199.224.83
R_2uWGYs0nc4SIDCV,0,1962,3,71.199.224.83
R_1OxUQPhCuSCMZMw,1,1989,2,66.177.113.95
R_1OxUQPhCuSCMZMw,1,1989,2,66.177.113.95
R_2o7S4MtCLz9tc8V,0,1987,5,24.245.38.217
R_2o7S4MtCLz9tc8V,0,1987,5,24.245.38.217
R_5bPvtrUteuAlyNz,0,1947,4,71.171.84.56
R_5bPvtrUteuAlyNz,0,1947,4,71.171.84.56
R_3nT23DInzlEJ4iM,1,1975,2,67.162.161.1
R_3nT23DInzlEJ4iM,1,1975,2,67.162.161.1
R_RKom84T56ywTZux,0,1990,2,72.239.19.70
R_RKom84T56ywTZux,0,1990,2,72.239.19.70
R_3R7RaOknZ7JHGsV,1,1989,3,75.48.216.213
R_3R7RaOknZ7JHGsV,1,1989,3,75.48.216.213
R_3r0bia9kibUaJsJ,0,1985,2,108.194.200.239
R_3r0bia9kibUaJsJ,0,1985,2,108.194.200.239
R_3nrcjQnmTmJdA1u,1,1969,2,73.140.173.103
R_3nrcjQnmTmJdA1u,1,1969,2,73.140.173.103
R_2CjDEU32qiBOVWO,0,1992,2,108.4.155.84
R_2CjDEU32qiBOVWO,0,1992,2,108.4.155.84
R_25zO8uME3pp1y4f,1,1982,2,98.255.239.86
R_25zO8uME3pp1y4f,1,1982,2,98.255.239.86
R_NUu5LL7a02sISe5,1,1984,2,71.12.220.244
R_NUu5LL7a02sISe5,1,1984,2,71.12.220.244
R_d5vh9NjLxfc8ZW1,0,1993,2,68.231.247.24
R_d5vh9NjLxfc8ZW1,0,1993,2,68.231.247.24
R_1lnIH8nq7FJNsAX,1,1987,3,76.90.132.15
R_1lnIH8nq7FJNsAX,1,1987,3,76.90.132.15
R_1QsfdGSWyVmShFi,1,1976,2,98.91.3.234
R_1QsfdGSWyVmShFi,1,1976,2,98.91.3.234
R_1mjRdH0uBE7sqcH,1,1974,2,74.202.51.40
R_1mjRdH0uBE7sqcH,1,1974,2,74.202.51.40
R_30bKdLklGtjAu60,0,1964,2,108.28.99.133
R_30bKdLklGtjAu60,0,1964,2,108.28.99.133
R_1d0v1DkTvGPiOKq,1,1994,2,75.81.120.131
R_1d0v1DkTvGPiOKq,1,1994,2,75.81.120.131
R_1IhLGxj1Zmeo9D1,1,1987,2,75.64.41.20
R_1IhLGxj1Zmeo9D1,1,1987,2,75.64.41.20
R_2atLop1JHw70z8n,1,1981,3,70.88.102.193
R_2atLop1JHw70z8n,1,1981,3,70.88.102.193
R_3hGPy6N6KFp36Lq,0,1966,2,96.36.9.9
R_3hGPy6N6KFp36Lq,0,1966,2,96.36.9.9
R_ZIcMC9KS2gW22dz,0,1987,2,72.45.56.248
R_ZIcMC9KS2gW22dz,0,1987,2,72.45.56.248
R_3nMKS3sLoK88yIr,1,1976,3,50.96.155.92
R_3nMKS3sLoK88yIr,1,1976,3,50.96.155.92
R_Ti7JPRsJW3fV5Lz,0,1981,3,66.168.194.54
R_Ti7JPRsJW3fV5Lz,0,1981,3,66.168.194.54
R_b3Yc5zGuG5H0JS9,1,1953,2,129.252.33.90
R_b3Yc5zGuG5H0JS9,1,1953,2,129.252.33.90
R_1Q4pSFa4XuNcAHl,1,1985,3,65.34.137.107
R_1Q4pSFa4XuNcAHl,1,1985,3,65.34.137.107
R_24I7wUpj6lexVoS,0,1969,3,96.228.17.94
R_24I7wUpj6lexVoS,0,1969,3,96.228.17.94
R_2PjtYv8aPmdqwGr,1,1990,2,12.38.35.6
R_2PjtYv8aPmdqwGr,1,1990,2,12.38.35.6
R_2t1YoPUXaKo3nm9,0,1995,2,173.52.103.66
R_2t1YoPUXaKo3nm9,0,1995,2,173.52.103.66
R_W6BKomCL38moUYp,0,1956,2,173.28.230.195
R_W6BKomCL38moUYp,0,1956,2,173.28.230.195
R_3JFAlhMwaIbBAWD,0,1978,2,68.102.77.174
R_3JFAlhMwaIbBAWD,0,1978,2,68.102.77.174
R_2f9ibBqjEG2qQYx,0,1989,2,71.185.54.199
R_2f9ibBqjEG2qQYx,0,1989,2,71.185.54.199
R_2qeZ6vh0gQa1CCB,1,1988,2,75.70.148.98
R_2qeZ6vh0gQa1CCB,1,1988,2,75.70.148.98
R_PRQWamSVhkgsAH7,1,1989,2,69.115.48.6
R_PRQWamSVhkgsAH7,1,1989,2,69.115.48.6
R_9zB75jUqIVmJqO5,0,1982,2,174.79.7.184
R_9zB75jUqIVmJqO5,0,1982,2,174.79.7.184
R_12Fs44XCAb1j52v,1,1995,3,184.91.203.139
R_12Fs44XCAb1j52v,1,1995,3,184.91.203.139
R_w02azCdfzG4zfwZ,0,1980,3,184.54.197.103
R_w02azCdfzG4zfwZ,0,1980,3,184.54.197.103
R_4PH6lrWtKcohsqJ,1,1981,3,68.35.50.136
R_4PH6lrWtKcohsqJ,1,1981,3,68.35.50.136
R_2B2j7RF9OorXVvd,1,1961,2,120.29.100.138
R_2B2j7RF9OorXVvd,1,1961,2,120.29.100.138
R_31FeecHnovWzBhU,0,1991,5,24.218.192.81
R_31FeecHnovWzBhU,0,1991,5,24.218.192.81
R_2tKDexSKIF2XHxm,1,1989,2,192.35.35.34
R_2tKDexSKIF2XHxm,1,1989,2,192.35.35.34
R_qRbp0ymcS9nDVAJ,0,1954,4,50.82.73.90
R_qRbp0ymcS9nDVAJ,0,1954,4,50.82.73.90
R_31BI8nv3tMwKoom,1,1987,1,98.245.66.27
R_31BI8nv3tMwKoom,1,1987,1,98.245.66.27
R_RPRPxLtmkzHoUJb,0,1983,5,99.203.30.198
R_RPRPxLtmkzHoUJb,0,1983,5,99.203.30.198
R_RCcl9mVZJHwJXz3,1,1947,4,173.191.32.186
R_RCcl9mVZJHwJXz3,1,1947,4,173.191.32.186
R_wNWp3MTCoC4w1bP,1,1963,2,174.217.16.34
R_wNWp3MTCoC4w1bP,1,1963,2,174.217.16.34
R_1gwMBxeJN6faXNb,1,1993,2,209.105.139.226
R_1gwMBxeJN6faXNb,1,1993,2,209.105.139.226
R_2AQdmKQBfVlLftG,0,1982,2,72.77.34.42
R_2AQdmKQBfVlLftG,0,1982,2,72.77.34.42
R_SHmOsOug5uEI3zX,1,1949,2,98.224.184.136
R_SHmOsOug5uEI3zX,1,1949,2,98.224.184.136
R_3n7Aow9CxXYgN8R,0,1991,2,24.168.250.136
R_3n7Aow9CxXYgN8R,0,1991,2,24.168.250.136
R_3n7NED9jjbK5Fse,1,1988,5,47.41.236.225
R_3n7NED9jjbK5Fse,1,1988,5,47.41.236.225
R_UzKk0x9J9nwQBY5,1,1993,3,71.183.53.105
R_UzKk0x9J9nwQBY5,1,1993,3,71.183.53.105
R_Pvo1DNYv9ARcLmx,1,1984,2,73.139.175.205
R_Pvo1DNYv9ARcLmx,1,1984,2,73.139.175.205
R_3lVmCuRLSgNw3EJ,0,1994,1,8.41.192.186
R_3lVmCuRLSgNw3EJ,0,1994,1,8.41.192.186
R_1LpP9kh2xSO5sRi,1,1983,2,165.225.34.110
R_1LpP9kh2xSO5sRi,1,1983,2,165.225.34.110
R_wNrVgjc82hthWbD,0,1984,1,174.255.8.129
R_wNrVgjc82hthWbD,0,1984,1,174.255.8.129
