V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,MTurkCode,Q31,A1_1_Rob_Anx_Accept,A1_2_Rob_Sciz_Accept,A1_3_Rob_Anx_Force,A1_4_Rob_Sciz_Force,A1_5_Perca_Anx_Accept,A1_6_Perca_Sciz_Accept,A1_7_Perca_Anx_Force,A1_8_Perca_Sciz_Force,Ethical1_Robot_1,Ethical1_Perscare_1,CQ1,CQ2,CQ3,A2_1_Rob_Anx_Accept,A2_2_Rob_Sciz_Accept,A2_3_Rob_Anx_Force,A2_4_Rob_Sciz_Force,A2_5_Perca_Anx_Accept,A2_6_Perca_Sciz_Accept,A2_7_Perca_Anx_Force,A2_8_Perca_Sciz_Force,Ethical2_Robot_1,Ethical2_Perscare_1,Gender,BirthYear,occupation,LocationLatitude,LocationLongitude,LocationAccuracy
R_Q5NYNEmP1IUCgaB,Default Response Set,Anonymous, , ,73.37.86.81,0,4/24/2018 16:38:01,4/24/2018 16:44:42,1,20355020,1, ,1, , , , , , ,1, ,1,1,4, , , , , ,1, , , ,-1,1,1987,2,45.014801025391,-123.01559448242,-1
R_25LUAxptq5jYVBR,Default Response Set,Anonymous, , ,73.112.56.138,0,4/24/2018 16:42:50,4/24/2018 16:44:42,1,82225993,1, , , , ,1, , , , ,1,0,1,1,1, , , , , , , ,1, ,0,1993,2,39.386993408203,-74.621696472168,-1
R_295DlX7a8tGIqEf,Default Response Set,Anonymous, , ,107.1.203.70,0,4/24/2018 16:43:13,4/24/2018 16:44:43,1,28862611,1, , , , , , , ,1, ,2,0,0,4, , , ,1, , , , ,3, ,1,1973,2,41.666107177734,-87.862701416016,-1
R_1irZTkNw2XbqWiw,Default Response Set,Anonymous, , ,45.21.138.60,0,4/24/2018 16:42:49,4/24/2018 16:44:47,1,61545350,1, ,1, , , , , , ,-2, ,1,1,4, , , , , ,1, , , ,-3,0,1983,3,42.692901611328,-87.804298400879,-1
R_2QQBPS5OiJl2NlE,Default Response Set,Anonymous, , ,67.98.222.16,0,4/24/2018 16:40:59,4/24/2018 16:44:52,1,18422704,1, , , , , ,1, , , ,-2,0,1,4, ,1, , , , , , ,-2, ,0,1972,2,31.758697509766,-106.48690032959,-1
R_1qaGOzz7feLSJ9c,Default Response Set,Anonymous, , ,74.77.70.204,0,4/24/2018 16:43:50,4/24/2018 16:44:55,1,36919504,1, , , , , ,1, , , ,0,0,0,4, ,1, , , , , , ,-3, ,0,1985,1,43.07080078125,-78.820098876953,-1
R_338TxiGaL9O9zaC,Default Response Set,Anonymous, , ,209.58.148.19,0,4/24/2018 16:43:08,4/24/2018 16:44:55,1,20881081,1, , , ,1, , , , ,-1, ,0,1,3, , , , , , , ,1, ,1,0,1994,2,32.782501220703,-96.820701599121,-1
R_1gAsX7FNPHdfywT,Default Response Set,Anonymous, , ,73.210.25.228,0,4/24/2018 16:38:32,4/24/2018 16:44:59,1,25200671,1, , , ,1, , , , ,1, ,1,0,4, , , , , , , ,1, ,2,0,1980,2,40.710998535156,-89.573501586914,-1
R_3JwagYCfJ2BwZwX,Default Response Set,Anonymous, , ,174.96.226.62,0,4/24/2018 16:43:27,4/24/2018 16:45:00,1,83030096,1,1, , , , , , , ,2, ,1,1,1, , , , ,1, , , , ,-2,1,1984,2,41.398895263672,-83.653900146484,-1
R_2EB1N0PxrZ6LhMx,Default Response Set,Anonymous, , ,50.25.182.74,0,4/24/2018 16:44:04,4/24/2018 16:45:01,1,11052799,1, , , , , , , ,1, ,2,0,0,4, , , ,1, , , , ,2, ,1,1988,2,34.946105957031,-92.085800170898,-1
R_2CTzl28MISwPbAq,Default Response Set,Anonymous, , ,71.182.138.68,0,4/24/2018 16:43:48,4/24/2018 16:45:02,1,62065523,1, ,1, , , , , , ,0, ,1,1,4, , , , , ,1, , , ,-1,1,1982,2,40.503494262695,-80.078399658203,-1
R_3R7x2HymeIchD7N,Default Response Set,Anonymous, , ,68.54.140.19,0,4/24/2018 16:43:37,4/24/2018 16:45:03,1,56948727,1, , , , , ,1, , , ,-1,0,1,4, ,1, , , , , , ,0, ,0,1983,2,39.592498779297,-86.111099243164,-1
R_2TYPr4bUNzfHpmY,Default Response Set,Anonymous, , ,104.129.196.70,0,4/24/2018 16:43:01,4/24/2018 16:45:03,1,76217003,1, , , ,1, , , , ,2, ,1,0,4, , , , , , , ,1, ,2,1,1967,2,37.425003051758,-121.94599914551,-1
R_3Jq3yHDXEwrbdgS,Default Response Set,Anonymous, , ,199.255.244.65,0,4/24/2018 16:44:13,4/24/2018 16:45:06,1,15531873,1, ,1, , , , , , ,-2, ,1,1,4, , , , , ,1, , , ,-2,0,1988,2,40.303894042969,-74.070297241211,-1
R_1NyywxukGGZlDa5,Default Response Set,Anonymous, , ,107.173.1.125,0,4/24/2018 16:44:28,4/24/2018 16:45:07,1,87629075,1, , , , , , , ,1, ,3,0,0,4, , , ,1, , , , ,3, ,1,1987,2,42.88639831543,-78.87809753418,-1
R_1F9e8QzSVM4dxfu,Default Response Set,Anonymous, , ,71.208.51.146,0,4/24/2018 16:41:23,4/24/2018 16:45:08,1,21778669,1, , ,1, , , , , ,-3, ,1,0,1, , , , , , ,1, , ,-3,1,1990,2,26.625396728516,-81.624801635742,-1
R_sU6xYNEmnDv5rhL,Default Response Set,Anonymous, , ,173.215.62.237,0,4/24/2018 16:43:41,4/24/2018 16:45:09,1,22877908,1, , , , , , ,1, , ,2,0,0,1, , ,1, , , , , ,2, ,0,1978,2,40.732604980469,-91.964401245117,-1
R_xDSNBV5fgp5hJv3,Default Response Set,Anonymous, , ,72.182.9.37,0,4/24/2018 16:44:25,4/24/2018 16:45:11,1,25835918,1, , , , ,1, , , , ,-1,0,0,1,1, , , , , , , ,-3, ,0,1996,1,30.174606323242,-97.950302124023,-1
R_28U3a46RWlClNyi,Default Response Set,Anonymous, , ,173.14.173.226,0,4/24/2018 16:42:58,4/24/2018 16:45:12,1,90502727,1, ,1, , , , , , ,1, ,1,1,4, , , , , ,1, , , ,1,1,1959,5,43.636093139648,-72.241302490234,-1
R_2UXZROwEb1aCe6b,Default Response Set,Anonymous, , ,131.212.248.235,0,4/24/2018 16:44:11,4/24/2018 16:45:15,1,2442269,1, , , ,1, , , , ,-2, ,1,0,4, , , , , , , ,1, ,-2,0,1978,2,44.97590637207,-93.216598510742,-1
R_2cBZyG2YLDHBps2,Default Response Set,Anonymous, , ,70.185.239.116,0,4/24/2018 16:44:12,4/24/2018 16:45:15,1,27262620,1, ,1, , , , , , ,0, ,1,1,4, , , , , ,1, , , ,-1,0,1987,2,36.097106933594,-95.962699890137,-1
R_5jQmqEpHAv9PBG9,Default Response Set,Anonymous, , ,208.78.15.128,0,4/24/2018 16:44:10,4/24/2018 16:45:16,1,30429069,1,1, , , , , , , ,3, ,1,1,1, , , , ,1, , , , ,3,0,1979,2,39.961196899414,-82.998802185059,-1
R_3HFAH158s9rjGjD,Default Response Set,Anonymous, , ,173.121.188.36,0,4/24/2018 16:43:06,4/24/2018 16:45:17,1,44292146,1, , , ,1, , , , ,-2, ,1,0,4, , , , , , , ,1, ,2,1,1987,3,36.007904052734,-80.369697570801,-1
R_AuFd5nxqXDJWEIV,Default Response Set,Anonymous, , ,73.77.176.159,0,4/24/2018 16:43:53,4/24/2018 16:45:18,1,92333432,1, , , , , , ,1, , ,-2,0,0,1, , ,1, , , , , ,-2, ,0,1987,2,29.619705200195,-95.63500213623,-1
R_3MrPoAwX2WMMOtk,Default Response Set,Anonymous, , ,108.50.209.244,0,4/24/2018 16:42:41,4/24/2018 16:45:18,1,33740799,1,1, , , , , , , ,0, ,1,1,1, , , , ,1, , , , ,-1,0,1952,3,40.218200683594,-74.070999145508,-1
R_3qBunafUBbXrfqs,Default Response Set,Anonymous, , ,184.183.173.159,0,4/24/2018 16:42:43,4/24/2018 16:45:19,1,94710890,1, , , , ,1, , , , ,1,0,1,1,1, , , , , , , ,0, ,1,1979,3,32.795196533203,-116.96710205078,-1
R_1dN24kVEOuHntCS,Default Response Set,Anonymous, , ,174.55.134.23,0,4/24/2018 16:43:21,4/24/2018 16:45:20,1,89740768,1, , , , , ,1, , , ,-1,0,1,4, ,1, , , , , , ,-1, ,0,1981,2,39.917098999023,-76.725601196289,-1
R_XzlcJ2nha8OniQp,Default Response Set,Anonymous, , ,12.96.20.18,0,4/24/2018 16:43:57,4/24/2018 16:45:22,1,8295233,1, , , , ,1, , , , ,-1,0,1,1,1, , , , , , , ,0, ,1,1993,2,29.604202270508,-95.112396240234,-1
R_2SHmKwhkagwbxjT,Default Response Set,Anonymous, , ,64.25.192.2,0,4/24/2018 16:42:14,4/24/2018 16:45:23,1,9140479,1,1, , , , , , , ,0, ,1,1,1, , , , ,1, , , , ,0,1,1980,2,43.187606811523,-84.855102539062,-1
R_2a90FZCz1nUWn3O,Default Response Set,Anonymous, , ,73.242.26.113,0,4/24/2018 16:43:23,4/24/2018 16:45:24,1,79806217,1,1, , , , , , , ,3, ,1,1,1, , , , ,1, , , , ,3,1,1978,2,45.094604492188,-93.258201599121,-1
R_vITlrDUWYh0VAIh,Default Response Set,Anonymous, , ,71.84.95.84,0,4/24/2018 16:44:14,4/24/2018 16:45:24,1,64929235,1, , , , , ,1, , , ,0,0,1,4, ,1, , , , , , ,0, ,1,1992,2,34.192901611328,-117.61039733887,-1
R_3HBxbJI8zBOZ2QX,Default Response Set,Anonymous, , ,67.183.9.80,0,4/24/2018 16:44:21,4/24/2018 16:45:25,1,71630508,1, , , , ,1, , , , ,-2,0,1,1,1, , , , , , , ,-2, ,1,1968,3,47.843505859375,-122.19570159912,-1
R_b3ma9QeiVaYg705,Default Response Set,Anonymous, , ,98.5.89.152,0,4/24/2018 16:43:28,4/24/2018 16:45:25,1,24303432,1, , ,1, , , , , ,-3, ,1,0,1, , , , , , ,1, , ,-3,0,1994,3,42.946197509766,-78.861602783203,-1
R_1kSNpj5yhLUm6RJ,Default Response Set,Anonymous, , ,173.216.96.224,0,4/24/2018 16:42:56,4/24/2018 16:45:25,1,55557088,1, , , ,1, , , , ,-3, ,1,0,4, , , , , , , ,1, ,-3,1,1959,4,35.788101196289,-91.645797729492,-1
R_3OqVkYqDU1SVxcx,Default Response Set,Anonymous, , ,174.102.237.129,0,4/24/2018 16:43:52,4/24/2018 16:45:28,1,99826355,1, , , , ,1, , , , ,-3,0,1,1,1, , , , , , , ,0, ,0,1951,4,42.53759765625,-87.857597351074,-1
R_1FghHlMFurqU5eO,Default Response Set,Anonymous, , ,96.33.10.74,0,4/24/2018 16:44:29,4/24/2018 16:45:30,1,42370399,1, , , , , , , ,1, ,-1,0,0,4, , , ,1, , , , ,0, ,1,1991,2,36.319793701172,-82.320198059082,-1
R_2PBS0YPf54t3zts,Default Response Set,Anonymous, , ,216.64.244.207,0,4/24/2018 16:44:21,4/24/2018 16:45:31,1,16466627,1, , ,1, , , , , ,-1, ,1,0,1, , , , , , ,1, , ,-3,1,1982,2,45.523406982422,-122.6762008667,-1
R_2v9bsn4Ob8ELRdC,Default Response Set,Anonymous, , ,68.226.96.200,0,4/24/2018 16:43:28,4/24/2018 16:45:36,1,18456570,1,1, , , , , , , ,0, ,1,1,1, , , , ,1, , , , ,0,1,1970,2,32.213195800781,-110.88729858398,-1
R_yIqOifnxRY76aMp,Default Response Set,Anonymous, , ,24.140.108.98,0,4/24/2018 16:44:42,4/24/2018 16:45:36,1,13385420,1, , , , , ,1, , , ,-2,0,1,4, ,1, , , , , , ,-1, ,0,1995,2,40.757202148438,-81.423797607422,-1
R_3HUHfNAZ7COZiMv,Default Response Set,Anonymous, , ,24.167.164.138,0,4/24/2018 16:43:59,4/24/2018 16:45:39,1,14153001,1, , , ,1, , , , ,-1, ,1,0,4, , , , , , , ,1, ,-1,1,1954,3,36.071395874023,-79.76789855957,-1
R_SNbNfDY6I1CACQh,Default Response Set,Anonymous, , ,192.127.94.7,0,4/24/2018 16:44:04,4/24/2018 16:45:42,1,36931802,1, ,1, , , , , , ,2, ,1,1,4, , , , , ,1, , , ,2,1,1975,2,33.748992919922,-84.388000488281,-1
R_2rPFsO30Zm1M0DA,Default Response Set,Anonymous, , ,73.246.222.244,0,4/24/2018 16:44:35,4/24/2018 16:45:43,1,89143330,1,1, , , , , , , ,2, ,1,1,1, , , , ,1, , , , ,2,1,1991,2,41.922393798828,-87.652397155762,-1
R_2qrZdtwgc5FF8E5,Default Response Set,Anonymous, , ,50.73.35.99,0,4/24/2018 16:43:18,4/24/2018 16:45:44,1,28789533,1, , , , ,1, , , , ,2,0,1,1,1, , , , , , , ,2, ,1,1984,2,40.60920715332,-111.88189697266,-1
R_3e7YCg0w6nUkRiE,Default Response Set,Anonymous, , ,66.171.38.84,0,4/24/2018 16:44:09,4/24/2018 16:45:48,1,20491498,1, ,1, , , , , , ,-2, ,1,1,4, , , , , ,1, , , ,-3,1,1966,3,29.939300537109,-90.073799133301,-1
R_3hA52Rp5Fb0iLnt,Default Response Set,Anonymous, , ,66.41.158.139,0,4/24/2018 16:44:02,4/24/2018 16:45:49,1,718856,1, , , ,1, , , , ,-2, ,1,0,4, , , , , , , ,1, ,-2,1,1987,2,44.955505371094,-93.166999816895,-1
R_SYSOo7s5hn0vWr7,Default Response Set,Anonymous, , ,24.183.0.55,0,4/24/2018 16:44:32,4/24/2018 16:45:51,1,20238944,1, , ,1, , , , , ,-3, ,1,0,1, , , , , , ,1, , ,-3,0,1983,5,44.335998535156,-89.740303039551,-1
R_22RquaaBH3Tta4m,Default Response Set,Anonymous, , ,149.101.37.2,0,4/24/2018 16:39:49,4/24/2018 16:45:51,1,29122128,1, , , , , , ,1, , ,-2,0,0,1, , ,1, , , , , ,-2, ,1,1981,2,39.018203735352,-77.208602905273,-1
R_1LCqRPEpxVhZKOa,Default Response Set,Anonymous, , ,209.64.115.12,0,4/24/2018 16:44:46,4/24/2018 16:45:57,1,89738398,1, , ,1, , , , , ,-3, ,1,0,1, , , , , , ,1, , ,-3,1,1985,2,42.425704956055,-83.043701171875,-1
R_3PFBS3lh41Zq55C,Default Response Set,Anonymous, , ,67.158.81.24,0,4/24/2018 16:44:42,4/24/2018 16:46:01,1,1249818,1, , , , , , , ,1, ,2,0,0,4, , , ,1, , , , ,-1, ,0,1990,1,33.442993164062,-101.84369659424,-1
R_2QMw3PTSAJwZY2l,Default Response Set,Anonymous, , ,98.113.33.113,0,4/24/2018 16:43:20,4/24/2018 16:46:02,1,41350033,1, , , , ,1, , , , ,1,0,1,1,1, , , , , , , ,1, ,0,1980,5,40.787292480469,-73.811302185059,-1
R_AcYYJnko3it0UKd,Default Response Set,Anonymous, , ,100.11.22.152,0,4/24/2018 16:44:56,4/24/2018 16:46:02,1,39649624,1, , , , ,1, , , , ,1,0,1,1,1, , , , , , , ,1, ,0,1988,2,39.919296264648,-75.418998718262,-1
R_2frnCYyCXx8GCOi,Default Response Set,Anonymous, , ,107.13.162.160,0,4/24/2018 16:44:52,4/24/2018 16:46:04,1,59992298,1, , , ,1, , , , ,-2, ,1,0,4, , , , , , , ,1, ,-3,0,1993,1,35.746307373047,-78.723899841309,-1
R_291gw9jU7NNpOr9,Default Response Set,Anonymous, , ,209.37.105.2,0,4/24/2018 16:44:39,4/24/2018 16:46:06,1,29764172,1, , , , , , ,1, , ,-3,0,0,1, , ,1, , , , , ,-3, ,0,1990,2,30.379302978516,-90.971397399902,-1
R_2uq8Buzh2W8UUcR,Default Response Set,Anonymous, , ,68.103.66.31,0,4/24/2018 16:43:18,4/24/2018 16:46:07,1,36573815,1, , ,1, , , , , ,-2, ,1,0,1, , , , , , ,1, , ,-1,0,1982,2,37.072998046875,-95.61840057373,-1
R_ehrRMhmodKmKVJD,Default Response Set,Anonymous, , ,128.175.107.219,0,4/24/2018 16:43:34,4/24/2018 16:46:07,1,35789774,1, , , , , ,1, , , ,0,0,1,4, ,1, , , , , , ,0, ,0,1995,2,39.564498901367,-75.59700012207,-1
R_2R1E9DM4nZs8R0O,Default Response Set,Anonymous, , ,71.84.200.100,0,4/24/2018 16:44:11,4/24/2018 16:46:07,1,10523258,1, ,1, , , , , , ,-1, ,1,1,4, , , , , ,1, , , ,-1,0,1997,2,34.366104125977,-117.32049560547,-1
R_2xPGxU8PtUoPoSU,Default Response Set,Anonymous, , ,75.98.98.2,0,4/24/2018 16:45:07,4/24/2018 16:46:12,1,4035225,1, , , , , , , ,1, ,1,0,0,4, , , ,1, , , , ,1, ,1,1987,2,37.170196533203,-93.329696655273,-1
R_3nOZKzdonyIVMEW,Default Response Set,Anonymous, , ,73.146.244.84,0,4/24/2018 16:43:46,4/24/2018 16:46:14,1,6553723,1, , , , , , , ,1, ,2,0,0,1, , , ,1, , , , ,-1, ,0,1981,2,39.78759765625,-85.971900939941,-1
R_20Uvb3EtWwqT06N,Default Response Set,Anonymous, , ,64.33.242.211,0,4/24/2018 16:42:32,4/24/2018 16:46:15,1,52067774,1, , ,1, , , , , ,-3, ,1,0,1, , , , , , ,1, , ,-1,0,1982,2,44.974502563477,-103.30449676514,-1
R_0UJynnFiQEd9PJD,Default Response Set,Anonymous, , ,67.222.218.83,0,4/24/2018 16:44:50,4/24/2018 16:46:16,1,25836217,1, , , , , , , ,1, ,2,0,0,4, , , ,1, , , , ,3, ,1,1988,2,39.283096313477,-84.51619720459,-1
R_2E3Hcn9Pd0PKgfa,Default Response Set,Anonymous, , ,67.5.221.160,0,4/24/2018 16:44:43,4/24/2018 16:46:16,1,12868827,1, ,1, , , , , , ,-1, ,1,1,4, , , , , ,1, , , ,-3,0,1983,2,45.514602661133,-122.5991973877,-1
R_1Gw8lnhFhW5r2Hz,Default Response Set,Anonymous, , ,206.16.224.135,0,4/24/2018 16:44:40,4/24/2018 16:46:18,1,64949885,1, , , , , ,1, , , ,-2,0,1,4, ,1, , , , , , ,-3, ,0,1970,2,39.715103149414,-75.730598449707,-1
R_1ik5XUwrrY8JVsq,Default Response Set,Anonymous, , ,98.170.214.91,0,4/24/2018 16:43:05,4/24/2018 16:46:20,1,73894547,1, , , , , , , ,1, ,1,0,0,4, , , ,1, , , , ,1, ,1,1956,3,30.538192749023,-87.212303161621,-1
R_3kO4A5kliBo35k3,Default Response Set,Anonymous, , ,65.37.106.49,0,4/24/2018 16:42:19,4/24/2018 16:46:20,1,35838432,1, , , , , , ,1, , ,-1,0,0,1, , ,1, , , , , ,-3, ,0,1988,2,42.455703735352,-88.303802490234,-1
R_d7lbIBkfFZ81vON,Default Response Set,Anonymous, , ,75.107.54.175,0,4/24/2018 16:43:50,4/24/2018 16:46:21,1,1443632,1, , , , , , , ,1, ,0,0,0,4, , , ,1, , , , ,0, ,0,1978,5,35.348205566406,-97.199600219727,-1
R_2YLeqdzeQgPsyrH,Default Response Set,Anonymous, , ,108.34.183.128,0,4/24/2018 16:45:24,4/24/2018 16:46:21,1,68016796,1, , , ,1, , , , ,-2, ,1,0,4, , , , , , , ,1, ,-2,0,1990,2,41.820693969727,-71.449203491211,-1
R_DvE1hZcKOWoHJCh,Default Response Set,Anonymous, , ,66.56.16.219,0,4/24/2018 16:40:57,4/24/2018 16:46:23,1,19023166,1, ,1, , , , , , ,3, ,1,1,4, , , , , ,1, , , ,3,0,1981,2,33.408294677734,-84.30419921875,-1
R_3Ea0LQ4aC1GhtU1,Default Response Set,Anonymous, , ,146.115.208.212,0,4/24/2018 16:40:00,4/24/2018 16:46:23,1,71180326,1, , , , , ,1, , , ,0,0,1,4, ,1, , , , , , ,-1, ,1,1995,2,40.655197143555,-75.381401062012,-1
R_2TMqJlmvPcqokST,Default Response Set,Anonymous, , ,71.231.60.97,0,4/24/2018 16:45:02,4/24/2018 16:46:24,1,17310201,1, ,1, , , , , , ,-2, ,1,1,4, , , , , ,1, , , ,-2,1,1966,2,47.307800292969,-122.31770324707,-1
R_1eUVfGIQQIZrKBK,Default Response Set,Anonymous, , ,67.8.219.117,0,4/24/2018 16:44:04,4/24/2018 16:46:26,1,47268908,1, , , , , , ,1, , ,-1,0,0,1, , ,1, , , , , ,-1, ,0,1968,2,28.884094238281,-81.234802246094,-1
R_STBKh4OPyEJiGel,Default Response Set,Anonymous, , ,172.220.228.23,0,4/24/2018 16:45:33,4/24/2018 16:46:26,1,42537576,1,1, , , , , , , ,0, ,1,1,1, , , , ,1, , , , ,0,1,1990,3,35.51530456543,-79.200698852539,-1
R_214z13glILammHi,Default Response Set,Anonymous, , ,72.2.79.156,0,4/24/2018 16:44:58,4/24/2018 16:46:28,1,97604768,1, , ,1, , , , , ,-2, ,1,0,1, , , , , , ,1, , ,-2,0,1982,2,41.890899658203,-80.616401672363,-1
R_W0SnRPqrss39JnP,Default Response Set,Anonymous, , ,137.118.148.146,0,4/24/2018 16:43:06,4/24/2018 16:46:29,1,31788987,1, , , , ,1, , , , ,-1,0,1,1,1, , , , , , , ,0, ,1,1949,4,45.704605102539,-123.86180114746,-1
R_dbw3rjmI2eMDvm9,Default Response Set,Anonymous, , ,72.24.241.207,0,4/24/2018 16:43:24,4/24/2018 16:46:30,1,17143099,1,1, , , , , , , ,0, ,1,1,1, , , , ,1, , , , ,0,0,1987,2,28.600997924805,-96.698997497559,-1
R_0rfYKdJlY5ijUS5,Default Response Set,Anonymous, , ,129.237.108.12,0,4/24/2018 16:45:15,4/24/2018 16:46:31,1,58687256,1, , ,1, , , , , ,-1, ,1,0,1, , , , , , ,1, , ,0,1,1997,1,38.952499389648,-95.275596618652,-1
R_A67fVq5TFtrohoZ,Default Response Set,Anonymous, , ,24.3.56.140,0,4/24/2018 16:44:18,4/24/2018 16:46:31,1,92344558,1, , , ,1, , , , ,-1, ,1,0,4, , , , , , , ,1, ,-1,1,1984,2,40.459594726562,-79.835800170898,-1
R_2fxqhJSzZXqQSgr,Default Response Set,Anonymous, , ,174.55.89.139,0,4/24/2018 16:44:52,4/24/2018 16:46:34,1,58573425,1, , , ,1, , , , ,1, ,1,0,4, , , , , , , ,1, ,1,0,1980,2,39.787506103516,-76.753898620605,-1
R_YY1ORi59iIpfGpj,Default Response Set,Anonymous, , ,108.51.168.117,0,4/24/2018 16:44:57,4/24/2018 16:46:35,1,11879191,1, , , , , , , ,1, ,0,0,0,4, , , ,1, , , , ,-2, ,0,1987,2,38.691101074219,-77.206001281738,-1
R_2cc4c6kz6DICqEo,Default Response Set,Anonymous, , ,196.52.39.10,0,4/24/2018 16:44:54,4/24/2018 16:46:36,1,17305714,1, ,1, , , , , , ,1, ,1,1,4, , , , , ,1, , , ,-1,0,1981,2,41.848297119141,-87.651702880859,-1
R_USJJw6VV4E2J5S1,Default Response Set,Anonymous, , ,98.109.19.25,0,4/24/2018 16:44:47,4/24/2018 16:46:35,1,20747693,1, , , , , , , ,1, ,-1,0,0,4, , , ,1, , , , ,-2, ,1,1989,2,40.912094116211,-74.174797058105,-1
R_1Ng1lxtnAuCc8W5,Default Response Set,Anonymous, , ,68.48.151.13,0,4/24/2018 16:44:02,4/24/2018 16:46:37,1,81005154,1,1, , , , , , , ,-1, ,1,1,1, , , , ,1, , , , ,-2,1,1982,2,42.963394165039,-85.668098449707,-1
R_9ZbzsGoWxO0UVKp,Default Response Set,Anonymous, , ,162.220.41.206,0,4/24/2018 16:43:49,4/24/2018 16:46:39,1,76305365,1, , , , , ,1, , , ,-2,0,1,4, ,1, , , , , , ,-2, ,1,1976,2,40.731704711914,-73.988502502441,-1
R_1QDR5eLFxGm00AL,Default Response Set,Anonymous, , ,161.222.160.8,0,4/24/2018 16:45:01,4/24/2018 16:46:40,1,13269060,1,1, , , , , , , ,1, ,1,1,1, , , , ,1, , , , ,1,1,1990,2,44.425003051758,-88.111297607422,-1
R_300gOn9uhlXgK8u,Default Response Set,Anonymous, , ,128.23.28.83,0,4/24/2018 16:43:32,4/24/2018 16:46:39,1,62290459,1, , , , , ,1, , , ,1,0,1,4, ,1, , , , , , ,1, ,1,1981,2,32.786193847656,-79.94709777832,-1
R_1DNF07OtGyqTuQf,Default Response Set,Anonymous, , ,174.205.24.179,0,4/24/2018 16:45:18,4/24/2018 16:46:41,1,73801858,1, , , ,1, , , , ,-1, ,1,0,4, , , , , , , ,1, ,-1,0,1968,2,38.951995849609,-77.019996643066,-1
R_2XplI0zoVWfA0L1,Default Response Set,Anonymous, , ,74.136.136.18,0,4/24/2018 16:45:36,4/24/2018 16:46:42,1,25625036,1, ,1, , , , , , ,-2, ,1,1,4, , , , , ,1, , , ,-3,0,1981,3,38.015899658203,-84.484703063965,-1
R_1dhTpwUGbibK5nM,Default Response Set,Anonymous, , ,24.225.104.22,0,4/24/2018 16:44:38,4/24/2018 16:46:42,1,59993284,1, , , , ,1, , , , ,-3,0,1,1,1, , , , , , , ,-1, ,0,1983,5,38.883804321289,-95.084098815918,-1
R_2tmoi46if4tSdTY,Default Response Set,Anonymous, , ,50.196.209.249,0,4/24/2018 16:44:25,4/24/2018 16:46:45,1,30794729,1, , , , , , ,1, , ,2,0,0,1, , ,1, , , , , ,-1, ,1,1989,2,41.882400512695,-87.637603759766,-1
R_1OZyBGpskHUm0Wq,Default Response Set,Anonymous, , ,75.130.217.245,0,4/24/2018 16:43:25,4/24/2018 16:46:47,1,48223022,1, , ,1, , , , , ,0, ,1,0,1, , , , , , ,1, , ,-2,1,1974,2,37.814605712891,-90.552101135254,-1
R_eQkucrsLqZmBHO1,Default Response Set,Anonymous, , ,73.194.199.39,0,4/24/2018 16:44:21,4/24/2018 16:46:49,1,42387383,1, ,1, , , , , , ,1, ,1,1,4, , , , , ,1, , , ,1,1,1972,2,39.764602661133,-74.287803649902,-1
R_1gtHMWMy8YbBaE8,Default Response Set,Anonymous, , ,108.85.67.12,0,4/24/2018 16:42:54,4/24/2018 16:46:50,1,7806114,1, , , , , , ,1, , ,-2,0,0,1, , ,1, , , , , ,-2, ,0,1991,5,26.212005615234,-80.266899108887,-1
R_AKIoP5lsKbj6F2x,Default Response Set,Anonymous, , ,207.179.230.161,0,4/24/2018 16:44:55,4/24/2018 16:46:51,1,60501298,1, , , , , ,1, , , ,-3,0,1,4, ,1, , , , , , ,0, ,0,1976,2,41.214706420898,-89.047401428223,-1
R_27rEn6s6uAlPguM,Default Response Set,Anonymous, , ,73.61.142.248,0,4/24/2018 16:45:14,4/24/2018 16:46:54,1,48431394,1, , , , ,1, , , , ,2,0,1,1,1, , , , , , , ,0, ,0,1961,2,41.91130065918,-71.129997253418,-1
R_Z2yYKlhVST9aSOd,Default Response Set,Anonymous, , ,23.95.246.5,0,4/24/2018 16:43:59,4/24/2018 16:46:55,1,33858538,1, , , , , , ,1, , ,2,0,0,3, , ,1, , , , , ,2, ,1,1988,2,42.88639831543,-78.87809753418,-1
R_3oWRyVzHDZDGtA5,Default Response Set,Anonymous, , ,71.211.146.19,0,4/24/2018 16:44:38,4/24/2018 16:46:56,1,81908939,1, , , , ,1, , , , ,3,0,1,1,1, , , , , , , ,0, ,0,1983,2,39.660293579102,-104.76809692383,-1
R_3L6cNf7PgiVxi2a,Default Response Set,Anonymous, , ,27.34.104.204,0,4/24/2018 16:41:28,4/24/2018 16:46:57,1,1930510,1, ,1, , , , , , ,2, ,1,1,4, , , , , ,1, , , ,-1,1,1990,2,27.716705322266,85.316711425781,-1
R_1OjITYDm5mGmsmU,Default Response Set,Anonymous, , ,96.19.48.236,0,4/24/2018 16:43:51,4/24/2018 16:47:00,1,93585780,1, , , , , , ,1, , ,-3,0,0,1, , ,1, , , , , ,-3, ,1,1956,2,43.428497314453,-112.00409698486,-1
R_1hRJT7u4fTGDgmB,Default Response Set,Anonymous, , ,24.19.11.63,0,4/24/2018 16:42:52,4/24/2018 16:47:01,1,12299527,1, , , , , ,1, , , ,0,0,1,4, ,1, , , , , , ,2, ,1,1995,5,47.755493164062,-122.29919433594,-1
